Key,Description,Standard,pt-br,uk,ru,zh-TW,fr
SAY.Final.199.,,"{i}My throat.{wc}I try to speak, to scream, but the signature smell and flow of blood choke up my mouth. {wi}It’s painful. It’s so painful. I’m drowning.{wc}Miss, it hurts, Miss -- but oh, I guess that’s not your real name, is it? {wi}How could you do this?{wi} What did I do? {wc}I can’t believe I ever trusted you. I thought we had something. But now I’ll die hating you.","{i}Minha garganta.{wc}Eu tento gritar, mas minha boca se enche de algo, e logo sobe o cheiro inconfundível de sangue. {wi}É doloroso. É doloroso demais. Estou me afogando. {wc}Dona, isso dói, Dona... mas ah, acho que esse não é seu nome, não é? {wi}Como você pôde? {wi}O que eu fiz?{wc}Eu não posso acreditar que confiei em você. Eu achei que tínhamos algo. Mas agora morrerei te odiando.","{i}Моє горло.{wc}Я намагаюся говорити, кричати, та виразний запах і потік крові здавлюють мій голос. {wi}Боляче. Дуже боляче. Я потопаю.{wc}Панно, мені боляче, Панно -- але гай-гай, гадаю, це не твоє справжнє ім’я? {wi}Як ти могла таке вчинити?{wi} Що я накоїла? {wc}Не можу повірити, що колись довірилась тобі. Я гадала, між нами щось є. Але тепер я помру з ненавистю до тебе.","{i}Моё горло.{wc}Я пытаюсь говорить, кричать, но характерный запах и поток крови перекрывают мою глотку. {wi}Больно. Так больно. Я тону.{wc}Мисс, мне больно, Мисс — но о, наверное, это не твоё настоящее имя, да? {wi}Как ты могла это сделать? {wi}Что я сделала? {wc}Не могу поверить, что когда-то доверяла тебе. Я думала, у нас было что-то. А теперь я умру, ненавидя тебя.",{i}我的喉嚨。{wc}我試著說話、尖叫、用我最後的力氣尋求幫助，但一次又一次我的喉嚨陷在極度的疼痛中，伴隨著一絲鮮血的味道。{wi}真他媽痛。幹他媽真痛。我要淹死了。{wc}小姐，我好痛啊，小姐—但我在猜這也不是妳的真名吧？{wi}為什麼妳要這麼做？{wi}我到底做錯了什麼？{wc}我真不敢相信我以前竟然會相信眼前這麼糟糕的妳。我以為我們將會永遠快樂地在一起。但我將咬著悔恨，一輩子厭惡妳。呵呵，我將下地獄，但我也很期待有天也再次在那裡看到妳啊～,"{i}Ma gorge.{wc}J'essaie de parler, de crier, mais l'odeur caractéristique et le flot de sang m’étouffent. {wi}C'est douloureux. C'est si douloureux. Je me noie.{wc}Miss, ça fait mal, Miss -- mais oh, je suppose que ce n'est pas votre vrai nom, n'est-ce pas ? {wi}Comment avez-vous pu faire ça ?{wi} Qu'ai-je fait ? {wc}Je n'arrive pas à croire que je vous ai fait confiance. Je pensais que nous avions quelque chose. Mais maintenant, je vais mourir en vous haïssant."
SAY.Final.202.,,"{i}...And you say something but I don’t register it.{wc}Whatever you say can’t do anything. Sorry can’t fix this, even an “I love you” can’t.{wc}It hurts, it hurts, it HURTS. {s=60}This pain this fear this loss this blood this agony these tears --","{i}...E você diz algo mas não consigo entender.{wc}O que quer que você fale não mudará nada. Desculpas não podem consertar isso, nem um ""eu te amo"" pode. Dói, dói, DÓI. {s=60}Essa dor, esse medo, essa perda, esse sangue, esse sofrimento, essas lágrimas...","{i}...І ти щось кажеш, та я цього не сприймаю.{wc}Що б ти не казала, я нічого не вдію. Вибач, та це не виправити, навіть «я люблю тебе» не зарадить.{wc}Боляче, боляче, БОЛЯЧЕ. {s=60}Цей біль цей страх ця втрата ця кров ця агонія ці сльози --","{i}...И ты что-то говоришь, но я не регистрирую это.{wc}Что бы ты ни сказала, это ничего не изменит. Извинения не исправят этого, даже ""Я тебя люблю"" не поможет.{wc}Больно, больно, БОЛЬНО. {s=60}Эта боль, этот страх, эта утрата, эта кровь, эта агония, эти слёзы —",{I}......妳所說的任何話我都不會買單的。{wc}妳以為我會這麼簡單地就能讓我原諒妳嗎？即使「我愛你」都不值得相信，因為妳的任何一句話都跟那份無聊的「員工契約」一樣，一點信用都沒有。{wc}好痛，好痛，幹真的好痛啊！{s=60}這些痛楚、眼淚、與血—,"{i}...Et vous dites quelque chose, mais je ne l’entends pas.{wc}Quoi que vous disiez, ça ne peut rien faire. Les excuses ne peuvent rien arranger, même un « Je t'aime »..{wc}Ça fait mal, ça fait mal, ça fait MAL. {s=60}Cette douleur, cette peur, cette perte, ce sang, cette agonie, ces larmes --"
SAY.Final.203.,,"{i}{s=60}I can’t breathe, I can’t think, my mind, my nerves, I hope I die soon, I hope it ends soon.{/s}{wc}Is this what you did to that poor guy on the floor? What do you mean then, ‘necessary evil’? {wc}No one should go through this. {wi}Except you.","{i}{s=60}Eu não consigo respirar e nem pensar... minha mente, meus nervos, espero que eu morra logo, espero que acabe logo.{/s}{wc}Foi isso que você fez com esse pobre homem jogado no chão? O que você quer dizer com ""mal necessário”?{wc}Ninguém deveria ter que passar por isso. {wi}A não ser você.","{i}{s=60}Я не можу дихати, я не можу думати, моя свідомість, мої нерви, сподіваюсь, я скоро помру, маю надію, це все скоро скінчиться.{/s}{wc}Ось, що ти зробила з тим бідним хлопцем на підлозі? Що ти тоді маєш на увазі під «необхідним злом»? {wc}Ніхто не має через це проходити. {wi}Крім тебе.","{i}{s=60}Я не могу дышать, не могу думать, мой разум, мои нервы, надеюсь, что скоро умру, надеюсь, что всё скоро закончится.{/s}{wc}Это то, что ты сделала с тем бедным парнем на полу? Что ты имела в виду, говоря ""необходимое зло""? {wc}Никто не должен пережить это. {wi}Кроме тебя.",{i}{s=60}我無法呼吸、無法思考。我的心和神經都逐漸麻痺。可不可以讓我痛快的死去，趕快把這一切世界上的所有痛苦終結？{/s}{wc}這是妳對那躺在地上的傢伙的「處理」方式嗎？既然我沒有跟那傢伙一樣為非作歹，妳殺了我真的是「必要之惡」嗎？{wc}沒有人值得被這樣子虐待。{wi}那當然除了妳以外。,"{i}{s=60}Je ne peux pas respirer, je ne peux pas penser, mon esprit, mes nerfs, j'espère mourir bientôt, j'espère que ça se finira bientôt.{/s}{wc}C'est ça que vous avez fait à ce pauvre type par terre ? Qu'entendez-vous alors par « mal nécessaire » ? {wc}Personne ne devrait vivre ça. {wi}Sauf vous."
SAY.Final.204.,,"{i}Broken, you’re broken, and now I am too, and{s=60} I’m on the floor bleeding out and drowning and it hurts so much and I wish it would stop and I hate you yet in my final moments all I think of is an illusion of you.","{i}Perdida, você está perdida, e agora eu também estou, e {s=60}estou no chão sangrando, me afogando. Dói tanto e eu só queria que parasse. Eu te odeio, mas agora, nos meus últimos momentos, só consigo pensar na pessoa que você fingiu ser.","{i}Зламана, ти зламана, і тепер я теж, і{s=60} я на підлозі в крові, потопаю, дуже боляче, хоч би це скінчилось, і я ненавиджу тебе, та все ж в останні миті життя все, про що я думаю, -- це про тебе несправжню.","{i}Сломана, ты сломана, а теперь и я тоже, и{s=60} я на полу, истекаю кровью, тону, и так больно, и я хочу, чтобы это прекратилось, и я ненавижу тебя, но в мои последние мгновения я думаю только об иллюзии тебя.",{i}哈哈，把我這純潔的心拖下水，{s=60}這是妳想要的？永遠跟妳骯髒的心同在一起？我真的真的非常討厭妳，是妳讓我躺在地上流著鮮血痛苦死去的，但我心裡所想的除了妳以外沒有別人。,"{i}Brisée, vous êtes brisée, et maintenant je le suis aussi, et{s=60} je suis sur le sol en train de saigner et de me noyer et ça fait tellement mal et j'aimerais que ça s'arrête et je vous déteste pourtant dans mes derniers instants tout ce à quoi je pense est une illusion de vous."
SAY.Final.307.Miss,,"...{wc}...2 minutes and 13 seconds.{wc}I’m so sorry, my dear, I tried to aim for the back.{wc}A life exchanged for another, an innocent soul I tainted traded for one of a vile being. An eye for an eye -- or, I guess a life -- and now my heart for a neck.{wc}What will happen next time? Can I keep going like this? For people who don’t even give me a second glance unless I’m giving them all I have?","...{wc}...2 minutos e 13 segundos.{wc}Me desculpe, amada, eu tentei fazer com que fosse rápido.{wc}Uma vida em troca de outra, uma alma inocente que manchei pela alma de um ser cruel. Olho por olho... ou melhor, vida por vida... e, agora, meu coração por um pescoço.{wc}O que acontecerá na próxima vez? Será que consigo continuar assim? Por pessoas que nem me olham duas vezes a não ser que eu dê a elas tudo o que tenho?","...{wc}...2 хвилини й 13 секунд.{wc}Вибач, люба, я намагалася поцілити в спину.{wc}Життя в обмін на життя, невинне життя, яке я спаплюжила, обміняно на душу мерзенного створіння. Око за око -- чи то пак життя за життя -- і тепер моє серце за шию.{wc}Що станеться наступного разу? Чи можу я так продовжувати? Заради людей, які на мене й не подивляться, поки не віддам їм усе, що маю?","...{wc}...2 минуты и 13 секунд.{wc}Прости меня, моя дорогая, я пыталась прицелиться в спину.{wc}Одна жизнь обменяна на другую, невинная душа, которую я осквернила, обменяна на душу подлой сущности. Око за око — или, наверное, жизнь за жизнь — и теперь моё сердце за шею.{wc}Что будет в следующий раз? Смогу ли я продолжать так? Для людей, которые даже не обратят на меня внимания, если я не отдам им всё, что у меня есть?",...{wc}...兩分十三秒。{wc}這實在花的有點久啊，讓我來不急清理「現場」了。不過，我實在非常的抱歉啊，我的寶貝。剛剛我的刀沒有瞄準到要害讓妳如此痛苦的死去。{wc}不過這也是在這殘酷世界必然發生的結果啊。一命換一命，一個純潔的心靈換取一個邪惡的純在。以眼還眼—或說是以命還命好了—現在又是以我的心換取一顆頭顱。{wc}之後會有什麼「等價交換」呢？我真的可以繼續持續亞去嗎？尤其對於那些不給他們自己的所有就不回頭的人們？,"...{wc}...2 minutes et 13 secondes.{wc}Je suis vraiment désolé, ma chère, j'ai essayé de viser l'arrière.{wc}Une vie échangée contre une autre, une âme innocente que j'ai souillée échangée contre celle d'un être vil. Œil pour œil – ou, je suppose, une vie – et maintenant mon cœur contre un cou.{wc}Que se passera-t-il la prochaine fois ? Pourrai-je continuer comme ça ? Pour des gens qui ne me donne même pas une seconde chance à moins que je ne leur donne tout ce que j'ai ?"
SAY.Final.213.Miss,,"...But it’s worth it in the end. {wi}It has to be. I can’t stop now, it can’t all have been for nothing.{wc}This never-ending game of thoughts and words and morals, the screams of corruption and the grayness of fixing it, someone needs to be the Robin Hood in this life even if it breaks me.","...Mas vale a pena no fim. Tem que valer. Não posso parar agora, não pode ter sido tudo em vão.{wc}Esse jogo interminável de pensamentos, palavras e moral, os gritos da corrupção e a insipidez de consertar tudo, alguém precisa ser o Robin Hood nesse mundo, mesmo que isso acabe comigo.","...Але воно того варте. {wi}Це мало статися. Тепер я не можу спинитися, інакше все було б марно.{wc}Ця нескінченна гра думок, слів та моралі, кричуща зіпсованість та сірість виправлення, хтось мусить узяти на себе роль Робін Гуда життя, навіть якщо це мене вбива.","..Но в конце концов это стоит того. {wi}Должно стоить. Я не могу остановиться, не может всё это быть напрасным.{wc}Эта бесконечная игра мыслей, слов и морали, крики о коррупции и серость её исправления, кто-то должен стать Робином Гудом в этой жизни, даже если это сломает меня.",至少最後是值得的。{wi}這是必然的。我現在不能就此停止，我在剛剛的「等價交換」當中也一定有得到什麼。{wc}在這永不停止產生邪惡的社會當中，我必須不惜所有地扮演這社會的現代羅賓漢！,"...Mais ça en vaut la peine au final. {wi}Il le faut. Je ne peux pas m'arrêter maintenant, tout ça n'a pas pu être pour rien.{wc}Ce jeu interminable de pensées, de mots et de morale, les cris de corruption et la grisaille de la réparation, quelqu'un doit être le Robin des Bois dans cette vie, même si ça me brise."
SAY.Final.214.Miss,,"I was so jealous of you, Ellie, of being able to live in an illusion of a fixable world.{wc}Let me live like that too.{wc}She took my eye and you took my heart, so let me take that illusion from you.{wc}Let me breathe air that no longer suffocates me, let me believe these sacrifices are not in vain.","Eu tinha muita inveja de você, Ellie, por conseguir viver com a ilusão de um mundo corrigível.{wc}Me deixe viver assim também.{wc}Ela levou meu olho e você meu coração, então deixe-me levar essa sua ilusão.{wc}Deixe-me respirar um ar que não me sufoque mais, deixe-me acreditar que esses sacrifícios não são em vão.","Я заздрила тобі, Еллі, бо ти жила у світі ілюзій виправності цього світу.{wc}Дозволь мені теж так пожити.{wc}Вона забрала моє око, а ти -- моє серце, тож я заберу твою оману.{wc}Дай мені дихати на повні груди з надією, що все це не даремно.","Я так завидовала тебе, Элли, тому, что ты могла жить в иллюзии исправимого мира.{wc}Позволь мне тоже жить так.{wc}Она забрала моё глаз, а ты забрала моё сердце, так позволь мне забрать эту иллюзию у тебя.{wc}Позволь мне дышать воздухом, который больше не душит меня, позволь мне верить, что эти жертвы не напрасны.",我真的很忌妒妳現在還可以生活在完美的幻覺當中啊，艾莉。特別是那種能夠相信一切是能夠修復好的世界。{wc}讓我也活著跟妳一樣的生活嗎。{wc}她破壞了我曾經對於這世界的幻覺，妳又奪取了我的心，所以也讓我破壞你在這世界中的幻覺吧。{wc}讓我呼吸在不會讓我窒息的空氣中，讓我相信這些犧牲不是毫無用ㄔㄨ的空氣中，讓我相信這些犧牲不是毫無用處的吧。,"J'étais tellement jalouse de toi, Ellie, de pouvoir vivre dans l'illusion d'un monde réparable.{wc} Laisse-moi vivre comme ça aussi.{wc} Elle a pris mon œil et tu as pris mon cœur, alors laisse-moi te prendre cette illusion.{wc} Laisse-moi respirer un air qui ne m'étouffe plus, laisse-moi croire que ces sacrifices ne sont pas vains."
SAY.Final.215.Miss,,{s=15}...{/s},{s=15}...{/s},{s=15}...{/s},{s=15}...{/s},{s=15}......{/s},{s=15}...{/s}
SAY.Final.216.Miss,,"I can only keep going on. Perhaps it’s time to find someone new, just one last time. {wi}I will miss you dearly, Ellie.","Tudo o que posso fazer é seguir em frente. Talvez esteja na hora de encontrar uma nova ajudante, uma última vez. {wi}Sentirei muita saudade de você, Ellie.","Я можу лише йти далі. Можливо, настав час знайти когось ще, принаймні востаннє. {wi}Я сумуватиму за тобою, Еллі.","Я могу только продолжать идти. Возможно, пришло время найти кого-то нового, в последний раз. {wi}Я буду очень по тебе скучать, Элли.",看起來我只能放下眼前的這些了。是時候再應徵新人了，再最後一次。{wi}妳會在我永遠留在我心中的，親愛的艾莉。,"Je ne peux que continuer. Il est peut-être temps de trouver quelqu'un d'autre, juste une dernière fois. Tu vas terriblement me manquer, Ellie."
SAY.Final.222.Ellie,,...Let’s partner up.,...Vamos ser parceiras.,...Об’єднаймо зусилля.,..Давай работать вместе.,我們一起合作吧！,Soyons partenaires.
SAY.Final.223.Miss,,"Oh!{wc}You mean like, going to buying replacement TVs together or something? No worries, I didn’t break any TVs this time.","Ah!{wc}Você quer dizer irmos comprar televisões substitutas juntas ou algo assim? Não se preocupe, eu não quebrei nenhuma televisão dessa vez.","Ой!{wc}Ти маєш на увазі разом піти по новий телевізор чи щось таке? Не хвилюйся, на цей раз я не пошкодила жодний.","О!{wc}Ты имеешь в виду, что вместе пойдем покупать новые телевизоры или что-то вроде того? Не переживай, я в этот раз не разбила телевизоры.",歐！{wc}妳是說一起買新的電視嗎？不用擔心，我這次沒有搞壞任何電視的。,"Oh ! Tu veux dire, acheter des télévsions de remplacement ensemble, ou quelque chose comme ça ? Pas de souci, je n'ai cassé aucune télévision cette fois."
SAY.Final.224.Ellie,,"No, no, like... like killing...","Não, não, tipo... tipo matar...","Ні-ні, я про... вбивства...","Нет-нет, я имею в виду... убийства...",不，不，我是指殺人......,"Non, non, comme.. comme tuer…"
SAY.Final.225.Miss,,...Do you want to help with that?,...Você quer ajudar com isso?,...Ти хочеш допомогти мені з цим?,..Ты хочешь помочь с этим?,......妳要跟我一起合作嗎？,… Tu veux aider avec ça ?
SAY.Final.226.Ellie,,...,...,...,...,......,…
SAY.Final.233.Ellie,,"Yeah. You’re right, someone needs to help fix this world, however messed up that definition of ‘fix’ might be.","Sim. Você está certa, alguém precisa ajudar a consertar esse mundo, independente do quão perturbadora seja a definição de ""consertar"".","Так. Ви праві, хтось має допомогти виправити цей світ, яким би розпливчастим слово «виправити» не було.","Да. Ты права, кто-то должен помочь исправить этот мир, каким бы извращённым ни было это определение 'исправить'.",好吧。看來妳是對的，必須要有某人修復這世界，即使「修復」只是一種騙局。,"Ouais. Vous avez raison, quelqu’un doit aider à réparer ce monde, peu importe à quel point la définition de « réparer » peut être tordue."
SAY.Final.228.,,{i}Miss's expression softens.,{i}A expressão de Dona fica mais suave.,{i}Вираз обличчя Панни пом’якшився.,{i}Мисс смягчает своё выражение лица,{i}小姐的表情逐漸放鬆......,{i}L’expression de Miss s’adoucit.
SAY.Final.229.Miss,,"..Really? That’s the first time...{wc}You understand then, right? The demise when one is sentenced for the murder of a murderer, the dread when the rape of a child equals a month of community service simply because of the type of lawyer money can bring.","..Sério? Essa é a primeira vez...{wc}Então você entende, certo? A injustiça de ser condenado pelo assassinato de um assassino, o pavor de quando o estupro de uma criança é perdoado após um mês de serviço comunitário apenas pelo tipo de advogado que alguém rico pode contratar.","...Дійсно? Це вперше так...{wc}Тоді ти розумієш, так? Божевілля, коли на смерть ведуть убивцю вбивці, жах, коли зґвалтування дитини прирівнюють до місяця виправних робіт просто тому, що ґвалтівник мав удосталь грошей на гарного адвоката.","Правда? Впервые... {wc} Ты понимаешь, да? Это чувство, когда приговаривают за убийство убийцы. Этот страх, когда за изнасилование ребёнка дают всего месяц общественных работ — просто потому, что у кого-то хватило денег на хорошего адвоката.",真的嗎？這是第一次......{wc}看來妳也了解吧？當一個人因謀殺而背叛行時的痛苦；一位兒少強姦犯背叛行時的恐懼，僅是因為律師費的不同。,".. Vraiment ? C'est la première fois... {wc}Tu comprends alors, n'est-ce pas ? La mort quand nous sommes condamnés pour le meurtre d'un meurtrier, la terreur quand le viol d'un enfant équivaut à un mois de travaux d'intérêt général, simplement à cause du type d'avocat que l'argent peut apporter."
SAY.Final.230.Miss,,"But I’ve been corrupted by all this death and all these feelings.{wc}When I first took you on, I wondered if I should let you stay innocent forever. But my jealousy got the better of me, with purposely not cleaning up traces of blood and doing things in plain sight of you.{wc}So I’m sorry about that, Ellie. But I’m even more sorry for the things you’ll end up witnessing, your inevitable complete loss of innocence.","Mas eu fui corrompida por toda essa morte e esses sentimentos.{wc}Quando te contratei, me perguntei se deveria te deixar ser inocente para sempre. Mas meu ciúme falou mais alto, e acabei propositalmente não limpando traços de sangue e fazendo coisas na sua frente.{wc}Então me desculpe por isso, Ellie. Mas eu te peço ainda mais desculpas pelas coisas que você acabará testemunhando, sua inevitável perda total da inocência.","Але мене зіпсували смерть та почуття.{wc}Коли я обрала тебе вперше, то вагалася, чи зберегти твою невинність. Але заздрість узяла гору, і я навмисно не прибирала сліди крові й робила все в тебе на очах.{wc}Тому вибач мені, Еллі. Але ще більш мені шкода, що ти побачиш речі, які вже неминуче заберуть твою невинність.","Но всё это — смерть, чувства — уже испортили меня.{wc} Когда я впервые взяла тебя с собой, я думал, стоит ли позволить тебе остаться невинной навсегда. Но ревность взяла верх: я нарочно не убирала следы крови, делал всё у тебя на глазах.{wc} Так что прости меня за это, Элли. Но ещё больше — за то, что тебе придётся увидеть. За неизбежную, полную потерю твоей невинности.",但是我也已經被人們的死亡以及所有的這些心得所污染了。{wc}當我帶著妳一起「工作」時，我自己也好奇妳是否能夠永遠維持這種純潔。但我的忌妒控制了我該有的行為，例如故意的讓妳看到了妳不該看到的血跡，以及在妳面前殺了人。{wc}為此我感到十分抱歉，尤其是在污染妳的心靈這塊啊，艾莉。,"Mais j'ai été corrompue par toute cette mort et tous ces sentiments.{wc} Quand je t'ai prise en charge, je me suis demandé si je devais te laisser innocente à jamais. Mais ma jalousie a pris le dessus, me poussant à ne pas nettoyer exprès les traces de sang et à agir à ta vue.{wc} Je suis désolée pour ça, Ellie. Mais je suis encore plus désolée pour les choses dont tu seras témoin, ton inévitable perte totale d'innocence."
SAY.Final.234.Ellie,,"...{wc}...It’s okay, I want to help.{wi} I want to stay with you.","...{wc}...Tá tudo bem, eu quero ajudar. {wi}Eu quero ficar com você.","...{wc}...Усе гаразд, я хочу Вам допомогти.{wi} Я хочу бути з вами.","...{wc}... Всё в порядке, я хочу помочь.{wi} Я хочу остаться с тобой.",...{wc}...好吧，我也想幫忙。{wi}我想要繼續跟妳在一起。,"...{wc}...Tout va bien, je veux aider.{wi} Je veux rester avec toi."
SAY.Final.235.Miss,,"Well then, if that’s the case, let us end as many corrupted souls as we can. We’ll become the Robin Hoods of this world together, yeah?","Bom, se esse é o caso, vamos eliminar o máximo de almas corrompidas que conseguirmos. Nós nos tornaremos os Robin Hoods desse mundo juntas, certo?","Що ж, у такому разі прикінчімо якнайбільше зіпсованих душ. Ми разом станем Робін Гудами цього світу, авжеж?","Что ж, раз так, давай избавим этот мир от как можно большего числа прогнивших душ. Мы станем Робин Гудами этого мира, да?",那我們就開始盡我們可能地終結那些不潔的靈魂吧！我們一起來成為這是界上的羅賓漢吧！,"Et bien, si c’est le cas, supprimons autant d’âmes corrompues que nous le pouvons. Nous deviendrons les Robins des Bois de ce monde ensemble, hein ?"
SAY.Final.236.Ellie,,Okay...!,Certo..!,Добре!..,Хорошо...!,好吧！,D’accord…!
SAY.Final.240.Ellie,,Do I even have a choice?,E por acaso tenho escolha?,Чи в мене взагалі є вибір?,А у меня есть выбор?,我難道還有選擇嗎？,Est-ce que j’ai même le choix ?
SAY.Final.241.Miss,,"What do you mean? Of course you do!{wc}I wouldn’t ever push you to do anything you don’t want to do. Not even in a different timeline, had you said something else.","O que você quer dizer? Claro que tem!{wc}Eu jamais te obrigaria a fazer algo que você não queira. Nem em outra linha do tempo, caso você tivesse dito algo diferente.","Що ти маєш на увазі? Звісно, він у тебе є!{wc}Я б ніколи не змусила робити тебе щось проти власної волі. Навіть в іншій часовій лінії, якби ти сказала щось інше.","Что ты такое говоришь? Конечно, у тебя есть выбор!{wc} Я бы никогда не заставила тебя делать то, чего ты не хочешь. Даже в другой временной линии, даже если бы ты сказала что-то другое.",妳當然有啊！{wc}我從來都不會強行要求妳做任何事的！,"Que veux-tu dire. Bien sûr que tu l’as{wc}Je ne te pousserais jamais à faire quelque chose que tu ne veux pas faire. Même pas dans un univers différent, si tu avais dit quelque chose d’autre."
SAY.Final.242.Ellie,,"..No, sorry -- I mean, it’s okay, I’ll do it. I’ll help you clean.","..Não, me desculpe... quero dizer, está tudo bem. Eu farei. Eu te ajudarei a limpar.","...Ні, вибачте -- цебто, гаразд, я зроблю це. Я допоможу вам прибрати.","..Нет, прости — я имела в виду, что всё в порядке, я сделаю это. Помогу тебе прибраться.",不，抱歉—我還是來幫忙清理吧。,".. Non, désolé – je veux dire, tout va bien, je le ferai. Je vous aiderai à nettoyer."
SAY.Final.243.Miss,,"That’s my Ellie!{wc}See, even in a world of corrupted social hierarchies and people and governments, I can always depend on you.{wc}Come on, you’re cleaning up this manor today.","Essa é a minha Ellie!{wc}Veja, mesmo em um mundo de hierarquias sociais corrompidas, além de governos e pessoas, eu sempre posso contar com você.{wc}Venha, você vai limpar essa mansão hoje.","Це моя Еллі!{wc}Бачиш, навіть у світі спотворених соціальних ієрархій, людей та урядів я завжди можу покластися на тебе.{wc}Ходімо, сьогодні ти прибиратимеш у цьому маєтку.","Вот моя Элли!{wc} Видишь, даже в мире, полном испорченных социальных структур, людей и правительств, я всегда могу на тебя положиться.{wc} Пойди, сегодня ты убираешь в этом особняке",這才是我認識的艾莉嗎～{wc}妳看，即使在這充滿迂腐的官員以及貪官的社會我還是可以信任妳的。{wc}那妳就來開始清理蜘蛛莊園吧！,"C’est ma Ellie.{wc}Tu vois, même dans un monde de hiérarchies sociales, de gens, et de gouvernements corrompus, je peux toujours compter sur toi.{wc}Allez, tu nettoies ce manoir aujourd’hui."
SAY.Final.245.Miss,,Let’s make today a good one!,Vamos fazer um bom trabalho!,Зробімо це!,Сделаем этот день достойным!,那我們就開始吧！,Faisons de ce jour un bon jour !
CHARACTER.Ellie,,Ellie,Ellie,Еллі,Элли,艾莉,Ellie
CHARACTER.Miss,,Miss,Dona,Панна,Мисс,小姐,Miss